yarn_code,rate_per_unit,rate_period,unit_of_measure
Y-GEN-2282,334.17,202403,KG
Y-GEN-2282,331.22,202404,KG
Y-GEN-2283,396.14,202403,KG
Y-GEN-2283,482.72,202404,KG
Y-GEN-2284,167.13,202403,KG
Y-GEN-2284,174.66,202404,KG
Y-GEN-2285,448.36,202403,KG
Y-GEN-2285,521.02,202404,KG
Y-GEN-2286,196.07,202403,KG
Y-GEN-2286,191.94,202404,KG
Y-GEN-2287,233.62,202403,KG
Y-GEN-2287,288.55,202404,KG
Y-GEN-2288,182.53,202403,KG
Y-GEN-2288,236.3,202404,KG
Y-GEN-2289,402.28,202403,KG
Y-GEN-2289,398.21,202404,KG
Y-GEN-2290,315.4,202403,KG
Y-GEN-2290,341.66,202404,KG
Y-GEN-2291,320.62,202403,KG
Y-GEN-2291,343.79,202404,KG
Y-GEN-2292,239.03,202403,KG
Y-GEN-2292,252.51,202404,KG
Y-GEN-2293,316.13,202403,KG
Y-GEN-2293,308.67,202404,KG
Y-GEN-2294,426.91,202403,KG
Y-GEN-2294,487.76,202404,KG
Y-GEN-2295,433150.0,202403,TO
Y-GEN-2295,495530.0,202404,TO
Y-GEN-2296,420.76,202403,KG
Y-GEN-2296,472.45,202404,KG
Y-GEN-2297,197.86,202403,KG
Y-GEN-2297,196.55,202404,KG
Y-GEN-2298,353.1,202403,KG
Y-GEN-2298,358.18,202404,KG
Y-GEN-2299,193.51,202403,KG
Y-GEN-2299,244.87,202404,KG
Y-GEN-2300,207.75,202403,KG
Y-GEN-2300,244.45,202404,KG
Y-GEN-2301,350.38,202403,KG
Y-GEN-2301,388.15,202404,KG
Y-GEN-2302,309.37,202403,KG
Y-GEN-2302,397.84,202404,KG
Y-GEN-2303,137.74,202403,KG
Y-GEN-2303,143.74,202404,KG
Y-GEN-2304,355.42,202403,KG
Y-GEN-2304,423.89,202404,KG
Y-GEN-2305,439.32,202403,KG
Y-GEN-2305,460.28,202404,KG
Y-GEN-2306,341.95,202403,KG
Y-GEN-2306,398.46,202404,KG
Y-GEN-2307,385.1,202403,KG
Y-GEN-2307,423.61,202404,KG
Y-GEN-2308,361.83,202403,KG
Y-GEN-2308,433.06,202404,KG
Y-GEN-2309,276.63,202403,KG
Y-GEN-2309,348.39,202404,KG
Y-GEN-2310,369.49,202403,KG
Y-GEN-2310,461.6,202404,KG
Y-GEN-2311,205.49,202403,KG
Y-GEN-2311,218.16,202404,KG
Y-GEN-2312,192.29,202403,KG
Y-GEN-2312,188.26,202404,KG
Y-GEN-2313,329.89,202403,KG
Y-GEN-2313,423.46,202404,KG
Y-GEN-2314,282.81,202403,KG
Y-GEN-2314,358.25,202404,KG
Y-GEN-2315,444.42,202403,KG
Y-GEN-2315,437.49,202404,KG
Y-GEN-2316,393.07,202403,KG
Y-GEN-2316,490.99,202404,KG
Y-GEN-2317,373.96,202403,KG
Y-GEN-2317,415.18,202404,KG
Y-GEN-2318,289.77,202403,KG
Y-GEN-2318,341.72,202404,KG
Y-GEN-2319,390.6,202403,KG
Y-GEN-2319,470.35,202404,KG
Y-GEN-2320,298.18,202403,KG
Y-GEN-2320,330.64,202404,KG
Y-GEN-2321,434.15,202403,KG
Y-GEN-2321,529.01,202404,KG
Y-GEN-2322,232.29,202403,KG
Y-GEN-2322,224.54,202404,KG
Y-GEN-2323,326.58,202403,KG
Y-GEN-2323,319.25,202404,KG
Y-GEN-2324,176.47,202403,KG
Y-GEN-2324,180.55,202404,KG
Y-GEN-2325,407.25,202403,KG
Y-GEN-2325,460.02,202404,KG
Y-GEN-2326,366.57,202403,KG
Y-GEN-2326,377.83,202404,KG
Y-GEN-2327,259.01,202403,KG
Y-GEN-2327,274.92,202404,KG
Y-GEN-2328,323.84,202403,KG
Y-GEN-2328,363.23,202404,KG
Y-GEN-2329,301.48,202403,KG
Y-GEN-2329,308.61,202404,KG
Y-GEN-2330,168.53,202403,KG
Y-GEN-2330,172.81,202404,KG
Y-GEN-2331,228.3,202403,KG
Y-GEN-2331,217.31,202404,KG
Y-GEN-2332,143320.0,202403,TO
Y-GEN-2332,153040.0,202404,TO
Y-GEN-2333,235.02,202403,KG
Y-GEN-2333,236.11,202404,KG
Y-GEN-2334,418.06,202403,KG
Y-GEN-2334,512.78,202404,KG
Y-GEN-2335,406.14,202403,KG
Y-GEN-2335,505.4,202404,KG
Y-GEN-2336,429.52,202403,KG
Y-GEN-2336,458.91,202404,KG
Y-GEN-2337,353.41,202403,KG
Y-GEN-2337,417.65,202404,KG
Y-GEN-2338,146.22,202403,KG
Y-GEN-2338,140.7,202404,KG
Y-GEN-2339,350.03,202403,KG
Y-GEN-2339,399.23,202404,KG
Y-GEN-2340,443.74,202403,KG
Y-GEN-2340,428.08,202404,KG
Y-GEN-2341,279.75,202403,KG
Y-GEN-2341,342.42,202404,KG
Y-GEN-2342,279.2,202403,KG
Y-GEN-2342,277.46,202404,KG
Y-GEN-2343,287.68,202403,KG
Y-GEN-2343,283.49,202404,KG
Y-GEN-2344,361.9,202403,KG
Y-GEN-2344,417.16,202404,KG
Y-GEN-2345,304.14,202403,KG
Y-GEN-2345,342.67,202404,KG
Y-GEN-2346,122.73,202403,KG
Y-GEN-2346,138.8,202404,KG
Y-GEN-2347,304.34,202403,KG
Y-GEN-2347,294.3,202404,KG
Y-GEN-2348,422.58,202403,KG
Y-GEN-2348,434.09,202404,KG
Y-GEN-2349,300.56,202403,KG
Y-GEN-2349,351.84,202404,KG
Y-GEN-2350,153.09,202403,KG
Y-GEN-2350,185.31,202404,KG
Y-GEN-2351,193.02,202403,KG
Y-GEN-2351,243.69,202404,KG
Y-GEN-2352,196.41,202403,KG
Y-GEN-2352,188.1,202404,KG
Y-GEN-2353,250.46,202403,KG
Y-GEN-2353,254.7,202404,KG
Y-GEN-2354,282.76,202403,KG
Y-GEN-2354,324.37,202404,KG
Y-GEN-2355,252.2,202403,KG
Y-GEN-2355,245.91,202404,KG
Y-GEN-2356,175.64,202403,KG
Y-GEN-2356,202.62,202404,KG
Y-GEN-2357,120.59,202403,KG
Y-GEN-2357,120.14,202404,KG
Y-GEN-2358,359.19,202403,KG
Y-GEN-2358,348.81,202404,KG
Y-GEN-2359,275.18,202403,KG
Y-GEN-2359,285.41,202404,KG
Y-GEN-2360,214.64,202403,KG
Y-GEN-2360,225.85,202404,KG
Y-GEN-2361,388.81,202403,KG
Y-GEN-2361,451.78,202404,KG
Y-GEN-2362,320.32,202403,KG
Y-GEN-2362,375.91,202404,KG
Y-GEN-2363,157.3,202403,KG
Y-GEN-2363,158.04,202404,KG
Y-GEN-2364,146.17,202403,KG
Y-GEN-2364,177.89,202404,KG
Y-GEN-2365,266.08,202403,KG
Y-GEN-2365,320.89,202404,KG
Y-GEN-2366,330.34,202403,KG
Y-GEN-2366,398.18,202404,KG
Y-GEN-2367,286.55,202403,KG
Y-GEN-2367,354.08,202404,KG
Y-GEN-2368,209.3,202403,KG
Y-GEN-2368,261.63,202404,KG
Y-GEN-2369,120690.0,202403,TO
Y-GEN-2369,135520.0,202404,TO
Y-GEN-2370,309.79,202403,KG
Y-GEN-2370,303.09,202404,KG
Y-GEN-2371,319.5,202403,KG
Y-GEN-2371,331.76,202404,KG
Y-GEN-2372,176.3,202403,KG
Y-GEN-2372,187.87,202404,KG
Y-GEN-2373,348.48,202403,KG
Y-GEN-2373,411.6,202404,KG
Y-GEN-2374,139.84,202403,KG
Y-GEN-2374,156.62,202404,KG
Y-GEN-2375,189.44,202403,KG
Y-GEN-2375,224.22,202404,KG
Y-GEN-2376,444.8,202403,KG
Y-GEN-2376,545.55,202404,KG
Y-GEN-2377,401.62,202403,KG
Y-GEN-2377,462.72,202404,KG
Y-GEN-2378,307.06,202403,KG
Y-GEN-2378,348.62,202404,KG
Y-GEN-2379,131.23,202403,KG
Y-GEN-2379,139.5,202404,KG
Y-GEN-2380,135.4,202403,KG
Y-GEN-2380,142.72,202404,KG
Y-GEN-2381,418.29,202403,KG
Y-GEN-2381,429.47,202404,KG
Y-GEN-2382,152.47,202403,KG
Y-GEN-2382,192.8,202404,KG
Y-GEN-2383,326.68,202403,KG
Y-GEN-2383,359.45,202404,KG
Y-GEN-2384,129.17,202403,KG
Y-GEN-2384,138.32,202404,KG
Y-GEN-2385,154.7,202403,KG
Y-GEN-2385,184.11,202404,KG
Y-GEN-2386,138.87,202403,KG
Y-GEN-2386,147.16,202404,KG
Y-GEN-2387,431.85,202403,KG
Y-GEN-2387,440.11,202404,KG
Y-GEN-2388,370.97,202403,KG
Y-GEN-2388,477.1,202404,KG
Y-GEN-2389,345.16,202403,KG
Y-GEN-2389,348.16,202404,KG
Y-GEN-2390,201.22,202403,KG
Y-GEN-2390,217.23,202404,KG
Y-GEN-2391,189.43,202403,KG
Y-GEN-2391,230.83,202404,KG
Y-GEN-2392,234.78,202403,KG
Y-GEN-2392,266.79,202404,KG
Y-GEN-2393,320.36,202403,KG
Y-GEN-2393,318.41,202404,KG
Y-GEN-2394,301.4,202403,KG
Y-GEN-2394,326.83,202404,KG
Y-GEN-2395,392.38,202403,KG
Y-GEN-2395,397.97,202404,KG
Y-GEN-2396,307.26,202403,KG
Y-GEN-2396,320.82,202404,KG
Y-GEN-2397,290.31,202403,KG
Y-GEN-2397,362.78,202404,KG
Y-GEN-2398,251.54,202403,KG
Y-GEN-2398,283.62,202404,KG
Y-GEN-2399,217.18,202403,KG
Y-GEN-2399,237.13,202404,KG
Y-GEN-2400,335.97,202403,KG
Y-GEN-2400,381.84,202404,KG
Y-GEN-2401,203.92,202403,KG
Y-GEN-2401,225.14,202404,KG
Y-GEN-2402,193.57,202403,KG
Y-GEN-2402,225.79,202404,KG
Y-GEN-2403,301.99,202403,KG
Y-GEN-2403,346.92,202404,KG
Y-GEN-2404,334.08,202403,KG
Y-GEN-2404,327.17,202404,KG
Y-GEN-2405,260.55,202403,KG
Y-GEN-2405,336.07,202404,KG
Y-GEN-2406,434940.0,202403,TO
Y-GEN-2406,555200.0,202404,TO
Y-GEN-2407,166.9,202403,KG
Y-GEN-2407,169.11,202404,KG
Y-GEN-2408,162.75,202403,KG
Y-GEN-2408,183.97,202404,KG
Y-GEN-2409,146.26,202403,KG
Y-GEN-2409,181.22,202404,KG
Y-GEN-2410,395.5,202403,KG
Y-GEN-2410,378.44,202404,KG
Y-GEN-2411,159.7,202403,KG
Y-GEN-2411,181.43,202404,KG
Y-GEN-2412,391.86,202403,KG
Y-GEN-2412,503.88,202404,KG
Y-GEN-2413,167.83,202403,KG
Y-GEN-2413,204.1,202404,KG
Y-GEN-2414,415.25,202403,KG
Y-GEN-2414,410.74,202404,KG
Y-GEN-2415,212.09,202403,KG
Y-GEN-2415,270.24,202404,KG
Y-GEN-2416,442.59,202403,KG
Y-GEN-2416,452.89,202404,KG
Y-GEN-2417,130.79,202403,KG
Y-GEN-2417,167.56,202404,KG
Y-GEN-2418,376.9,202403,KG
Y-GEN-2418,365.53,202404,KG
Y-GEN-2419,237.2,202403,KG
Y-GEN-2419,286.52,202404,KG
Y-GEN-2420,398.22,202403,KG
Y-GEN-2420,416.68,202404,KG
Y-GEN-2421,391.74,202403,KG
Y-GEN-2421,490.86,202404,KG
Y-GEN-2422,168.22,202403,KG
Y-GEN-2422,185.88,202404,KG
Y-GEN-2423,354.7,202403,KG
Y-GEN-2423,393.13,202404,KG
Y-GEN-2424,324.68,202403,KG
Y-GEN-2424,413.1,202404,KG
Y-GEN-2425,161.25,202403,KG
Y-GEN-2425,182.06,202404,KG
Y-GEN-2426,210.52,202403,KG
Y-GEN-2426,268.39,202404,KG
Y-GEN-2427,122.65,202403,KG
Y-GEN-2427,157.94,202404,KG
Y-GEN-2428,166.65,202403,KG
Y-GEN-2428,189.36,202404,KG
Y-GEN-2429,162.41,202403,KG
Y-GEN-2429,163.9,202404,KG
Y-GEN-2430,128.59,202403,KG
Y-GEN-2430,149.41,202404,KG
Y-GEN-2431,207.78,202403,KG
Y-GEN-2431,200.22,202404,KG
Y-GEN-2432,287.64,202403,KG
Y-GEN-2432,364.6,202404,KG
Y-GEN-2433,161.7,202403,KG
Y-GEN-2433,209.37,202404,KG
Y-GEN-2434,274.48,202403,KG
Y-GEN-2434,327.17,202404,KG
Y-GEN-2435,276.37,202403,KG
Y-GEN-2435,291.2,202404,KG
Y-GEN-2436,255.6,202403,KG
Y-GEN-2436,307.44,202404,KG
Y-GEN-2437,354.77,202403,KG
Y-GEN-2437,457.55,202404,KG
Y-GEN-2438,186.79,202403,KG
Y-GEN-2438,200.77,202404,KG
Y-GEN-2439,392.22,202403,KG
Y-GEN-2439,384.28,202404,KG
Y-GEN-2440,177.18,202403,KG
Y-GEN-2440,197.18,202404,KG
Y-GEN-2441,147.33,202403,KG
Y-GEN-2441,185.18,202404,KG
Y-GEN-2442,347.15,202403,KG
Y-GEN-2442,331.44,202404,KG
Y-GEN-2443,229720.0,202403,TO
Y-GEN-2443,226360.0,202404,TO
Y-GEN-2444,423.83,202403,KG
Y-GEN-2444,517.35,202404,KG
Y-GEN-2445,366.37,202403,KG
Y-GEN-2445,408.11,202404,KG
Y-GEN-2446,421.62,202403,KG
Y-GEN-2446,422.92,202404,KG
Y-GEN-2447,142.7,202403,KG
Y-GEN-2447,141.74,202404,KG
Y-GEN-2448,371.55,202403,KG
Y-GEN-2448,452.09,202404,KG
Y-GEN-2449,314.16,202403,KG
Y-GEN-2449,400.69,202404,KG
Y-GEN-2450,212.04,202403,KG
Y-GEN-2450,262.9,202404,KG
Y-GEN-2451,148.79,202403,KG
Y-GEN-2451,187.05,202404,KG
Y-GEN-2452,250.68,202403,KG
Y-GEN-2452,286.19,202404,KG
Y-GEN-2453,326.46,202403,KG
Y-GEN-2453,406.13,202404,KG
Y-GEN-2454,181.58,202403,KG
Y-GEN-2454,202.53,202404,KG
Y-GEN-2455,337.61,202403,KG
Y-GEN-2455,421.9,202404,KG
Y-GEN-2456,360.15,202403,KG
Y-GEN-2456,449.45,202404,KG
Y-GEN-2457,442.56,202403,KG
Y-GEN-2457,497.66,202404,KG
Y-GEN-2458,275.9,202403,KG
Y-GEN-2458,287.78,202404,KG
Y-GEN-2459,327.52,202403,KG
Y-GEN-2459,402.68,202404,KG
Y-GEN-2460,210.76,202403,KG
Y-GEN-2460,250.17,202404,KG
Y-GEN-2461,411.48,202403,KG
Y-GEN-2461,522.34,202404,KG
Y-GEN-2462,401.29,202403,KG
Y-GEN-2462,392.52,202404,KG
Y-GEN-2463,224.95,202403,KG
Y-GEN-2463,273.37,202404,KG
Y-GEN-2464,183.58,202403,KG
Y-GEN-2464,201.25,202404,KG
Y-GEN-2465,344.22,202403,KG
Y-GEN-2465,385.67,202404,KG
Y-GEN-2466,449.6,202403,KG
Y-GEN-2466,554.4,202404,KG
Y-GEN-2467,154.53,202403,KG
Y-GEN-2467,185.61,202404,KG
Y-GEN-2468,254.71,202403,KG
Y-GEN-2468,264.49,202404,KG
Y-GEN-2469,154.1,202403,KG
Y-GEN-2469,192.88,202404,KG
Y-GEN-2470,168.11,202403,KG
Y-GEN-2470,203.01,202404,KG
Y-GEN-2471,179.48,202403,KG
Y-GEN-2471,180.06,202404,KG
Y-GEN-2472,306.26,202403,KG
Y-GEN-2472,335.79,202404,KG
Y-GEN-2473,193.51,202403,KG
Y-GEN-2473,203.93,202404,KG
Y-GEN-2474,284.29,202403,KG
Y-GEN-2474,356.45,202404,KG
Y-GEN-2475,332.92,202403,KG
Y-GEN-2475,372.1,202404,KG
Y-GEN-2476,305.45,202403,KG
Y-GEN-2476,396.85,202404,KG
Y-GEN-2477,399.33,202403,KG
Y-GEN-2477,515.41,202404,KG
Y-GEN-2478,260.28,202403,KG
Y-GEN-2478,337.42,202404,KG
Y-GEN-2479,272.22,202403,KG
Y-GEN-2479,328.25,202404,KG
Y-GEN-2480,363360.0,202403,TO
Y-GEN-2480,348150.0,202404,TO
Y-GEN-2481,437.89,202403,KG
Y-GEN-2481,557.98,202404,KG
Y-GEN-2482,229.05,202403,KG
Y-GEN-2482,276.05,202404,KG
Y-GEN-2483,241.3,202403,KG
Y-GEN-2483,312.9,202404,KG
Y-GEN-2484,243.22,202403,KG
Y-GEN-2484,283.38,202404,KG
Y-GEN-2485,159.62,202403,KG
Y-GEN-2485,166.22,202404,KG
Y-GEN-2486,170.11,202403,KG
Y-GEN-2486,217.34,202404,KG
Y-GEN-2487,196.21,202403,KG
Y-GEN-2487,195.84,202404,KG
Y-GEN-2488,300.57,202403,KG
Y-GEN-2488,291.83,202404,KG
Y-GEN-2489,264.45,202403,KG
Y-GEN-2489,297.76,202404,KG
Y-GEN-2490,447.68,202403,KG
Y-GEN-2490,581.01,202404,KG
Y-GEN-2491,202.09,202403,KG
Y-GEN-2491,215.02,202404,KG
Y-GEN-2492,195.92,202403,KG
Y-GEN-2492,205.14,202404,KG
Y-GEN-2493,179.27,202403,KG
Y-GEN-2493,177.79,202404,KG
Y-GEN-2494,417.46,202403,KG
Y-GEN-2494,419.36,202404,KG
Y-GEN-2495,303.84,202403,KG
Y-GEN-2495,386.78,202404,KG
Y-GEN-2496,282.82,202403,KG
Y-GEN-2496,326.67,202404,KG
Y-GEN-2497,417.46,202403,KG
Y-GEN-2497,428.51,202404,KG
Y-GEN-2498,228.18,202403,KG
Y-GEN-2498,290.23,202404,KG
Y-GEN-2499,329.52,202403,KG
Y-GEN-2499,426.86,202404,KG
Y-GEN-2500,137.06,202403,KG
Y-GEN-2500,157.88,202404,KG
Y-GEN-2501,353.64,202403,KG
Y-GEN-2501,366.03,202404,KG
Y-GEN-2502,376.33,202403,KG
Y-GEN-2502,394.59,202404,KG
Y-GEN-2503,237.74,202403,KG
Y-GEN-2503,256.91,202404,KG
Y-GEN-2504,287.25,202403,KG
Y-GEN-2504,333.85,202404,KG
Y-GEN-2505,219.74,202403,KG
Y-GEN-2505,227.11,202404,KG
Y-GEN-2506,363.13,202403,KG
Y-GEN-2506,350.53,202404,KG
Y-GEN-2507,411.41,202403,KG
Y-GEN-2507,405.18,202404,KG
Y-GEN-2508,204.53,202403,KG
Y-GEN-2508,195.31,202404,KG
Y-GEN-2509,213.19,202403,KG
Y-GEN-2509,208.03,202404,KG
Y-GEN-2510,269.76,202403,KG
Y-GEN-2510,258.45,202404,KG
Y-GEN-2511,155.82,202403,KG
Y-GEN-2511,152.08,202404,KG
Y-GEN-2512,370.54,202403,KG
Y-GEN-2512,458.12,202404,KG
Y-GEN-2513,313.12,202403,KG
Y-GEN-2513,359.54,202404,KG
Y-GEN-2514,361.4,202403,KG
Y-GEN-2514,350.17,202404,KG
Y-GEN-2515,202.43,202403,KG
Y-GEN-2515,258.17,202404,KG
Y-GEN-2516,247.11,202403,KG
Y-GEN-2516,314.63,202404,KG
Y-GEN-2517,262290.0,202403,TO
Y-GEN-2517,250440.0,202404,TO
Y-GEN-2518,389.3,202403,KG
Y-GEN-2518,445.54,202404,KG
Y-GEN-2519,406.19,202403,KG
Y-GEN-2519,418.29,202404,KG
Y-GEN-2520,213.57,202403,KG
Y-GEN-2520,255.41,202404,KG
Y-GEN-2521,245.98,202403,KG
Y-GEN-2521,306.05,202404,KG
Y-GEN-2522,403.23,202403,KG
Y-GEN-2522,463.51,202404,KG
Y-GEN-2523,202.62,202403,KG
Y-GEN-2523,218.37,202404,KG
Y-GEN-2524,165.53,202403,KG
Y-GEN-2524,215.0,202404,KG
Y-GEN-2525,228.41,202403,KG
Y-GEN-2525,255.67,202404,KG
Y-GEN-2526,168.34,202403,KG
Y-GEN-2526,191.61,202404,KG
Y-GEN-2527,229.37,202403,KG
Y-GEN-2527,275.5,202404,KG
Y-GEN-2528,227.34,202403,KG
Y-GEN-2528,238.33,202404,KG
Y-GEN-2529,212.87,202403,KG
Y-GEN-2529,246.74,202404,KG
Y-GEN-2530,288.27,202403,KG
Y-GEN-2530,373.8,202404,KG
Y-GEN-2531,313.15,202403,KG
Y-GEN-2531,372.72,202404,KG
Y-GEN-2532,191.69,202403,KG
Y-GEN-2532,231.42,202404,KG
Y-GEN-2533,425.29,202403,KG
Y-GEN-2533,533.86,202404,KG
Y-GEN-2534,212.8,202403,KG
Y-GEN-2534,232.66,202404,KG
Y-GEN-2535,139.57,202403,KG
Y-GEN-2535,174.57,202404,KG
Y-GEN-2536,419.69,202403,KG
Y-GEN-2536,518.44,202404,KG
Y-GEN-2537,239.37,202403,KG
Y-GEN-2537,241.13,202404,KG
Y-GEN-2538,350.96,202403,KG
Y-GEN-2538,383.84,202404,KG
Y-GEN-2539,153.61,202403,KG
Y-GEN-2539,195.88,202404,KG
Y-GEN-2540,165.09,202403,KG
Y-GEN-2540,174.18,202404,KG
Y-GEN-2541,156.75,202403,KG
Y-GEN-2541,197.19,202404,KG
Y-GEN-2542,127.16,202403,KG
Y-GEN-2542,127.96,202404,KG
Y-GEN-2543,250.32,202403,KG
Y-GEN-2543,299.99,202404,KG
Y-GEN-2544,435.01,202403,KG
Y-GEN-2544,562.29,202404,KG
Y-GEN-2545,445.33,202403,KG
Y-GEN-2545,519.67,202404,KG
Y-GEN-2546,146.17,202403,KG
Y-GEN-2546,177.79,202404,KG
Y-GEN-2547,268.7,202403,KG
Y-GEN-2547,348.39,202404,KG
Y-GEN-2548,124.58,202403,KG
Y-GEN-2548,137.2,202404,KG
Y-GEN-2549,195.46,202403,KG
Y-GEN-2549,205.99,202404,KG
Y-GEN-2550,288.3,202403,KG
Y-GEN-2550,284.66,202404,KG
Y-GEN-2551,336.11,202403,KG
Y-GEN-2551,421.08,202404,KG
Y-GEN-2552,379.62,202403,KG
Y-GEN-2552,372.24,202404,KG
Y-GEN-2553,160.37,202403,KG
Y-GEN-2553,193.46,202404,KG
Y-GEN-2554,410000.0,202403,TO
Y-GEN-2554,401870.0,202404,TO
Y-GEN-2555,223.29,202403,KG
Y-GEN-2555,253.87,202404,KG
Y-GEN-2556,252.33,202403,KG
Y-GEN-2556,319.38,202404,KG
Y-GEN-2557,292.61,202403,KG
Y-GEN-2557,301.74,202404,KG
Y-GEN-2558,347.34,202403,KG
Y-GEN-2558,439.58,202404,KG
Y-GEN-2559,120.63,202403,KG
Y-GEN-2559,156.19,202404,KG
Y-GEN-2560,322.4,202403,KG
Y-GEN-2560,364.67,202404,KG
Y-GEN-2561,225.41,202403,KG
Y-GEN-2561,281.24,202404,KG
Y-GEN-2562,198.27,202403,KG
Y-GEN-2562,221.34,202404,KG
Y-GEN-2563,135.58,202403,KG
Y-GEN-2563,148.05,202404,KG
Y-GEN-2564,383.36,202403,KG
Y-GEN-2564,442.65,202404,KG
Y-GEN-2565,169.38,202403,KG
Y-GEN-2565,190.89,202404,KG
Y-GEN-2566,388.87,202403,KG
Y-GEN-2566,468.73,202404,KG
Y-GEN-2567,232.71,202403,KG
Y-GEN-2567,232.23,202404,KG
Y-GEN-2568,274.53,202403,KG
Y-GEN-2568,344.15,202404,KG
Y-GEN-2569,299.64,202403,KG
Y-GEN-2569,334.09,202404,KG
Y-GEN-2570,427.34,202403,KG
Y-GEN-2570,433.02,202404,KG
Y-GEN-2571,207.77,202403,KG
Y-GEN-2571,229.2,202404,KG
Y-GEN-2572,316.64,202403,KG
Y-GEN-2572,355.88,202404,KG
Y-GEN-2573,354.19,202403,KG
Y-GEN-2573,437.11,202404,KG
Y-GEN-2574,282.26,202403,KG
Y-GEN-2574,301.43,202404,KG
Y-GEN-2575,231.0,202403,KG
Y-GEN-2575,230.0,202404,KG
Y-GEN-2576,430.7,202403,KG
Y-GEN-2576,422.78,202404,KG
Y-GEN-2577,391.65,202403,KG
Y-GEN-2577,486.43,202404,KG
Y-GEN-2578,410.43,202403,KG
Y-GEN-2578,449.59,202404,KG
Y-GEN-2579,208.03,202403,KG
Y-GEN-2579,241.7,202404,KG
Y-GEN-2580,350.28,202403,KG
Y-GEN-2580,402.5,202404,KG
Y-GEN-2581,424.36,202403,KG
Y-GEN-2581,530.06,202404,KG
Y-GEN-2582,244.75,202403,KG
Y-GEN-2582,311.33,202404,KG
Y-GEN-2583,376.91,202403,KG
Y-GEN-2583,449.47,202404,KG
Y-GEN-2584,216.99,202403,KG
Y-GEN-2584,280.73,202404,KG
Y-GEN-2585,389.26,202403,KG
Y-GEN-2585,499.22,202404,KG
Y-GEN-2586,133.99,202403,KG
Y-GEN-2586,159.96,202404,KG
Y-GEN-2587,406.01,202403,KG
Y-GEN-2587,437.59,202404,KG
Y-GEN-2588,376.92,202403,KG
Y-GEN-2588,486.52,202404,KG
Y-GEN-2589,388.17,202403,KG
Y-GEN-2589,405.52,202404,KG
Y-GEN-2590,320.63,202403,KG
Y-GEN-2590,335.52,202404,KG
Y-GEN-2591,328580.0,202403,TO
Y-GEN-2591,393140.0,202404,TO
Y-GEN-2592,371.57,202403,KG
Y-GEN-2592,445.39,202404,KG
Y-GEN-2593,157.17,202403,KG
Y-GEN-2593,149.88,202404,KG
Y-GEN-2594,122.25,202403,KG
Y-GEN-2594,142.47,202404,KG
Y-GEN-2595,296.3,202403,KG
Y-GEN-2595,329.61,202404,KG
Y-GEN-2596,332.64,202403,KG
Y-GEN-2596,359.77,202404,KG
Y-GEN-2597,345.42,202403,KG
Y-GEN-2597,370.59,202404,KG
Y-GEN-2598,323.76,202403,KG
Y-GEN-2598,342.41,202404,KG
Y-GEN-2599,152.06,202403,KG
Y-GEN-2599,170.72,202404,KG
Y-GEN-2600,315.33,202403,KG
Y-GEN-2600,395.58,202404,KG
Y-GEN-2601,392.25,202403,KG
Y-GEN-2601,425.14,202404,KG
Y-GEN-2602,439.6,202403,KG
Y-GEN-2602,475.16,202404,KG
Y-GEN-2603,436.28,202403,KG
Y-GEN-2603,545.43,202404,KG
Y-GEN-2604,321.61,202403,KG
Y-GEN-2604,313.54,202404,KG
Y-GEN-2605,294.88,202403,KG
Y-GEN-2605,359.23,202404,KG
Y-GEN-2606,356.68,202403,KG
Y-GEN-2606,362.65,202404,KG
Y-GEN-2607,208.38,202403,KG
Y-GEN-2607,251.81,202404,KG
Y-GEN-2608,352.97,202403,KG
Y-GEN-2608,431.05,202404,KG
Y-GEN-2609,181.17,202403,KG
Y-GEN-2609,222.17,202404,KG
Y-GEN-2610,228.66,202403,KG
Y-GEN-2610,239.62,202404,KG
Y-GEN-2611,445.26,202403,KG
Y-GEN-2611,430.12,202404,KG
Y-GEN-2612,235.73,202403,KG
Y-GEN-2612,248.25,202404,KG
Y-GEN-2613,327.11,202403,KG
Y-GEN-2613,367.36,202404,KG
Y-GEN-2614,283.42,202403,KG
Y-GEN-2614,275.2,202404,KG
Y-GEN-2615,432.98,202403,KG
Y-GEN-2615,492.11,202404,KG
Y-GEN-2616,280.2,202403,KG
Y-GEN-2616,337.9,202404,KG
Y-GEN-2617,257.02,202403,KG
Y-GEN-2617,246.85,202404,KG
Y-GEN-2618,269.61,202403,KG
Y-GEN-2618,327.93,202404,KG
Y-GEN-2619,312.67,202403,KG
Y-GEN-2619,392.33,202404,KG
Y-GEN-2620,238.74,202403,KG
Y-GEN-2620,296.61,202404,KG
Y-GEN-2621,415.93,202403,KG
Y-GEN-2621,464.45,202404,KG
Y-GEN-2622,305.0,202403,KG
Y-GEN-2622,380.55,202404,KG
Y-GEN-2623,239.63,202403,KG
Y-GEN-2623,285.23,202404,KG
Y-GEN-2624,154.59,202403,KG
Y-GEN-2624,194.45,202404,KG
Y-GEN-2625,327.53,202403,KG
Y-GEN-2625,330.22,202404,KG
Y-GEN-2626,442.04,202403,KG
Y-GEN-2626,427.54,202404,KG
Y-GEN-2627,291.73,202403,KG
Y-GEN-2627,333.79,202404,KG
Y-GEN-2628,341030.0,202403,TO
Y-GEN-2628,411340.0,202404,TO
Y-GEN-2629,369.07,202403,KG
Y-GEN-2629,407.68,202404,KG
Y-GEN-2630,371.25,202403,KG
