fabric_code,product_category,distribution_channel,production_plant
FAB-W3175,EXPORT,CH01,6100
FAB-W3176,DOMESTIC,CH02,7100
FAB-W3177,EXPORT,CH03,9100
FAB-W3178,DOMESTIC,CH04,6100
FAB-W3179,EXPORT,CH01,7100
FAB-W3180,DOMESTIC,CH02,9100
FAB-W3181,EXPORT,CH03,6100
FAB-W3182,DOMESTIC,CH04,7100
FAB-W3183,EXPORT,CH01,9100
FAB-W3184,DOMESTIC,CH02,6100
FAB-W3185,EXPORT,CH03,7100
FAB-W3186,DOMESTIC,CH04,9100
FAB-W3187,EXPORT,CH01,6100
FAB-W3188,DOMESTIC,CH02,7100
FAB-W3189,EXPORT,CH03,9100
FAB-W3190,DOMESTIC,CH04,6100
FAB-W3191,EXPORT,CH01,7100
FAB-W3192,DOMESTIC,CH02,9100
FAB-W3193,EXPORT,CH03,6100
FAB-W3194,DOMESTIC,CH04,7100
FAB-W3195,EXPORT,CH01,9100
FAB-W3196,DOMESTIC,CH02,6100
FAB-W3197,EXPORT,CH03,7100
FAB-W3198,DOMESTIC,CH04,9100
FAB-W3199,EXPORT,CH01,6100
FAB-W3200,DOMESTIC,CH02,7100
FAB-W3201,EXPORT,CH03,9100
FAB-W3202,DOMESTIC,CH04,6100
FAB-W3203,EXPORT,CH01,7100
FAB-W3204,DOMESTIC,CH02,9100
FAB-W3205,EXPORT,CH03,6100
FAB-W3206,DOMESTIC,CH04,7100
FAB-W3207,EXPORT,CH01,9100
FAB-W3208,DOMESTIC,CH02,6100
FAB-W3209,EXPORT,CH03,7100
FAB-W3210,DOMESTIC,CH04,9100
FAB-W3211,EXPORT,CH01,6100
FAB-W3212,DOMESTIC,CH02,7100
FAB-W3213,EXPORT,CH03,9100
FAB-W3214,DOMESTIC,CH04,6100
FAB-W3215,EXPORT,CH01,7100
FAB-W3216,DOMESTIC,CH02,9100
FAB-W3217,EXPORT,CH03,6100
FAB-W3218,DOMESTIC,CH04,7100
FAB-W3219,EXPORT,CH01,9100
FAB-W3220,DOMESTIC,CH02,6100
FAB-W3221,EXPORT,CH03,7100
FAB-W3222,DOMESTIC,CH04,9100
FAB-W3223,EXPORT,CH01,6100
FAB-W3224,DOMESTIC,CH02,7100
FAB-W3225,EXPORT,CH03,9100
FAB-W3226,DOMESTIC,CH04,6100
FAB-W3227,EXPORT,CH01,7100
FAB-W3228,DOMESTIC,CH02,9100
FAB-W3229,EXPORT,CH03,6100
FAB-W3230,DOMESTIC,CH04,7100
FAB-W3231,EXPORT,CH01,9100
FAB-W3232,DOMESTIC,CH02,6100
FAB-W3233,EXPORT,CH03,7100
FAB-W3234,DOMESTIC,CH04,9100
FAB-W3235,EXPORT,CH01,6100
FAB-W3236,DOMESTIC,CH02,7100
FAB-W3237,EXPORT,CH03,9100
FAB-W3238,DOMESTIC,CH04,6100
FAB-W3239,EXPORT,CH01,7100
FAB-W3240,DOMESTIC,CH02,9100
FAB-W3241,EXPORT,CH03,6100
FAB-W3242,DOMESTIC,CH04,7100
FAB-W3243,EXPORT,CH01,9100
FAB-W3244,DOMESTIC,CH02,6100
FAB-W3245,EXPORT,CH03,7100
FAB-W3246,DOMESTIC,CH04,9100
FAB-W3247,EXPORT,CH01,6100
FAB-W3248,DOMESTIC,CH02,7100
FAB-W3249,EXPORT,CH03,9100
FAB-W3250,DOMESTIC,CH04,6100
FAB-W3251,EXPORT,CH01,7100
FAB-W3252,DOMESTIC,CH02,9100
FAB-W3253,EXPORT,CH03,6100
FAB-W3254,DOMESTIC,CH04,7100
FAB-W3255,EXPORT,CH01,9100
FAB-W3256,DOMESTIC,CH02,6100
FAB-W3257,EXPORT,CH03,7100
FAB-W3258,DOMESTIC,CH04,9100
FAB-W3259,EXPORT,CH01,6100
FAB-W3260,DOMESTIC,CH02,7100
FAB-W3261,EXPORT,CH03,9100
FAB-W3262,DOMESTIC,CH04,6100
FAB-W3263,EXPORT,CH01,7100
FAB-W3264,DOMESTIC,CH02,9100
FAB-W3265,EXPORT,CH03,6100
FAB-W3266,DOMESTIC,CH04,7100
FAB-W3267,EXPORT,CH01,9100
FAB-W3268,DOMESTIC,CH02,6100
FAB-W3269,EXPORT,CH03,7100
FAB-W3270,DOMESTIC,CH04,9100
FAB-W3271,EXPORT,CH01,6100
FAB-W3272,DOMESTIC,CH02,7100
FAB-W3273,EXPORT,CH03,9100
FAB-W3274,DOMESTIC,CH04,6100
FAB-W3275,EXPORT,CH01,7100
FAB-W3276,DOMESTIC,CH02,9100
FAB-W3277,EXPORT,CH03,6100
FAB-W3278,DOMESTIC,CH04,7100
FAB-W3279,EXPORT,CH01,9100
FAB-W3280,DOMESTIC,CH02,6100
FAB-W3281,EXPORT,CH03,7100
FAB-W3282,DOMESTIC,CH04,9100
FAB-W3283,EXPORT,CH01,6100
FAB-W3284,DOMESTIC,CH02,7100
FAB-W3285,EXPORT,CH03,9100
FAB-W3286,DOMESTIC,CH04,6100
FAB-W3287,EXPORT,CH01,7100
FAB-W3288,DOMESTIC,CH02,9100
FAB-W3289,EXPORT,CH03,6100
FAB-W3290,DOMESTIC,CH04,7100
FAB-W3291,EXPORT,CH01,9100
FAB-W3292,DOMESTIC,CH02,6100
FAB-W3293,EXPORT,CH03,7100
FAB-W3294,DOMESTIC,CH04,9100
FAB-W3295,EXPORT,CH01,6100
FAB-W3296,DOMESTIC,CH02,7100
FAB-W3297,EXPORT,CH03,9100
FAB-W3298,DOMESTIC,CH04,6100
FAB-W3299,EXPORT,CH01,7100
FAB-W3300,DOMESTIC,CH02,9100
FAB-W3301,EXPORT,CH03,6100
FAB-W3302,DOMESTIC,CH04,7100
FAB-W3303,EXPORT,CH01,9100
FAB-W3304,DOMESTIC,CH02,6100
FAB-W3305,EXPORT,CH03,7100
FAB-W3306,DOMESTIC,CH04,9100
FAB-W3307,EXPORT,CH01,6100
FAB-W3308,DOMESTIC,CH02,7100
FAB-W3309,EXPORT,CH03,9100
FAB-W3310,DOMESTIC,CH04,6100
FAB-W3311,EXPORT,CH01,7100
FAB-W3312,DOMESTIC,CH02,9100
FAB-W3313,EXPORT,CH03,6100
FAB-W3314,DOMESTIC,CH04,7100
FAB-W3315,EXPORT,CH01,9100
FAB-W3316,DOMESTIC,CH02,6100
FAB-W3317,EXPORT,CH03,7100
FAB-W3318,DOMESTIC,CH04,9100
FAB-W3319,EXPORT,CH01,6100
FAB-W3320,DOMESTIC,CH02,7100
FAB-W3321,EXPORT,CH03,9100
FAB-W3322,DOMESTIC,CH04,6100
FAB-W3323,EXPORT,CH01,7100
FAB-W3324,DOMESTIC,CH02,9100
FAB-W3325,EXPORT,CH03,6100
FAB-W3326,DOMESTIC,CH04,7100
FAB-W3327,EXPORT,CH01,9100
FAB-W3328,DOMESTIC,CH02,6100
FAB-W3329,EXPORT,CH03,7100
FAB-W3330,DOMESTIC,CH04,9100
FAB-W3331,EXPORT,CH01,6100
FAB-W3332,DOMESTIC,CH02,7100
FAB-W3333,EXPORT,CH03,9100
FAB-W3334,DOMESTIC,CH04,6100
FAB-W3335,EXPORT,CH01,7100
FAB-W3336,DOMESTIC,CH02,9100
FAB-W3337,EXPORT,CH03,6100
FAB-W3338,DOMESTIC,CH04,7100
FAB-W3339,EXPORT,CH01,9100
FAB-W3340,DOMESTIC,CH02,6100
FAB-W3341,EXPORT,CH03,7100
FAB-W3342,DOMESTIC,CH04,9100
FAB-W3343,EXPORT,CH01,6100
FAB-W3344,DOMESTIC,CH02,7100
FAB-W3345,EXPORT,CH03,9100
FAB-W3346,DOMESTIC,CH04,6100
FAB-W3347,EXPORT,CH01,7100
FAB-W3348,DOMESTIC,CH02,9100
FAB-W3349,EXPORT,CH03,6100
FAB-W3350,DOMESTIC,CH04,7100
FAB-W3351,EXPORT,CH01,9100
FAB-W3352,DOMESTIC,CH02,6100
FAB-W3353,EXPORT,CH03,7100
FAB-W3354,DOMESTIC,CH04,9100
FAB-W3355,EXPORT,CH01,6100
FAB-W3356,DOMESTIC,CH02,7100
FAB-W3357,EXPORT,CH03,9100
FAB-W3358,DOMESTIC,CH04,6100
FAB-W3359,EXPORT,CH01,7100
FAB-W3360,DOMESTIC,CH02,9100
FAB-W3361,EXPORT,CH03,6100
FAB-W3362,DOMESTIC,CH04,7100
FAB-W3363,EXPORT,CH01,9100
FAB-W3364,DOMESTIC,CH02,6100
FAB-W3365,EXPORT,CH03,7100
FAB-W3366,DOMESTIC,CH04,9100
FAB-W3367,EXPORT,CH01,6100
FAB-W3368,DOMESTIC,CH02,7100
FAB-W3369,EXPORT,CH03,9100
FAB-W3370,DOMESTIC,CH04,6100
FAB-W3371,EXPORT,CH01,7100
FAB-W3372,DOMESTIC,CH02,9100
FAB-W3373,EXPORT,CH03,6100
FAB-W3374,DOMESTIC,CH04,7100
FAB-W3375,EXPORT,CH01,9100
FAB-W3376,DOMESTIC,CH02,6100
FAB-W3377,EXPORT,CH03,7100
FAB-W3378,DOMESTIC,CH04,9100
FAB-W3379,EXPORT,CH01,6100
FAB-W3380,DOMESTIC,CH02,7100
FAB-W3381,EXPORT,CH03,9100
FAB-W3382,DOMESTIC,CH04,6100
FAB-W3383,EXPORT,CH01,7100
FAB-W3384,DOMESTIC,CH02,9100
FAB-W3385,EXPORT,CH03,6100
FAB-W3386,DOMESTIC,CH04,7100
FAB-W3387,EXPORT,CH01,9100
FAB-W3388,DOMESTIC,CH02,6100
FAB-W3389,EXPORT,CH03,7100
FAB-W3390,DOMESTIC,CH04,9100
FAB-W3391,EXPORT,CH01,6100
FAB-W3392,DOMESTIC,CH02,7100
FAB-W3393,EXPORT,CH03,9100
FAB-W3394,DOMESTIC,CH04,6100
FAB-W3395,EXPORT,CH01,7100
FAB-W3396,DOMESTIC,CH02,9100
FAB-W3397,EXPORT,CH03,6100
FAB-W3398,DOMESTIC,CH04,7100
FAB-W3399,EXPORT,CH01,9100
FAB-W3400,DOMESTIC,CH02,6100
FAB-W3401,EXPORT,CH03,7100
FAB-W3402,DOMESTIC,CH04,9100
FAB-W3403,EXPORT,CH01,6100
FAB-W3404,DOMESTIC,CH02,7100
FAB-W3405,EXPORT,CH03,9100
FAB-W3406,DOMESTIC,CH04,6100
FAB-W3407,EXPORT,CH01,7100
FAB-W3408,DOMESTIC,CH02,9100
FAB-W3409,EXPORT,CH03,6100
FAB-W3410,DOMESTIC,CH04,7100
FAB-W3411,EXPORT,CH01,9100
FAB-W3412,DOMESTIC,CH02,6100
FAB-W3413,EXPORT,CH03,7100
FAB-W3414,DOMESTIC,CH04,9100
FAB-W3415,EXPORT,CH01,6100
FAB-W3416,DOMESTIC,CH02,7100
FAB-W3417,EXPORT,CH03,9100
FAB-W3418,DOMESTIC,CH04,6100
FAB-W3419,EXPORT,CH01,7100
FAB-W3420,DOMESTIC,CH02,9100
FAB-W3421,EXPORT,CH03,6100
FAB-W3422,DOMESTIC,CH04,7100
FAB-W3423,EXPORT,CH01,9100
FAB-W3424,DOMESTIC,CH02,6100
FAB-W3425,EXPORT,CH03,7100
FAB-W3426,DOMESTIC,CH04,9100
FAB-W3427,EXPORT,CH01,6100
FAB-W3428,DOMESTIC,CH02,7100
FAB-W3429,EXPORT,CH03,9100
FAB-W3430,DOMESTIC,CH04,6100
FAB-W3431,EXPORT,CH01,7100
FAB-W3432,DOMESTIC,CH02,9100
FAB-W3433,EXPORT,CH03,6100
FAB-W3434,DOMESTIC,CH04,7100
FAB-W3435,EXPORT,CH01,9100
FAB-W3436,DOMESTIC,CH02,6100
FAB-W3437,EXPORT,CH03,7100
FAB-W3438,DOMESTIC,CH04,9100
FAB-W3439,EXPORT,CH01,6100
FAB-W3440,DOMESTIC,CH02,7100
FAB-W3441,EXPORT,CH03,9100
FAB-W3442,DOMESTIC,CH04,6100
FAB-W3443,EXPORT,CH01,7100
FAB-W3444,DOMESTIC,CH02,9100
FAB-W3445,EXPORT,CH03,6100
FAB-W3446,DOMESTIC,CH04,7100
FAB-W3447,EXPORT,CH01,9100
FAB-W3448,DOMESTIC,CH02,6100
FAB-W3449,EXPORT,CH03,7100
FAB-W3450,DOMESTIC,CH04,9100
FAB-W3451,EXPORT,CH01,6100
FAB-W3452,DOMESTIC,CH02,7100
FAB-W3453,EXPORT,CH03,9100
FAB-W3454,DOMESTIC,CH04,6100
FAB-W3455,EXPORT,CH01,7100
FAB-W3456,DOMESTIC,CH02,9100
FAB-W3457,EXPORT,CH03,6100
FAB-W3458,DOMESTIC,CH04,7100
FAB-W3459,EXPORT,CH01,9100
FAB-W3460,DOMESTIC,CH02,6100
FAB-W3461,EXPORT,CH03,7100
FAB-W3462,DOMESTIC,CH04,9100
FAB-W3463,EXPORT,CH01,6100
FAB-W3464,DOMESTIC,CH02,7100
FAB-W3465,EXPORT,CH03,9100
FAB-W3466,DOMESTIC,CH04,6100
FAB-W3467,EXPORT,CH01,7100
FAB-W3468,DOMESTIC,CH02,9100
FAB-W3469,EXPORT,CH03,6100
FAB-W3470,DOMESTIC,CH04,7100
FAB-W3471,EXPORT,CH01,9100
FAB-W3472,DOMESTIC,CH02,6100
FAB-W3473,EXPORT,CH03,7100
FAB-W3474,DOMESTIC,CH04,9100
FAB-W3475,EXPORT,CH01,6100
FAB-W3476,DOMESTIC,CH02,7100
FAB-W3477,EXPORT,CH03,9100
FAB-W3478,DOMESTIC,CH04,6100
FAB-W3479,EXPORT,CH01,7100
FAB-W3480,DOMESTIC,CH02,9100
FAB-W3481,EXPORT,CH03,6100
FAB-W3482,DOMESTIC,CH04,7100
FAB-W3483,EXPORT,CH01,9100
FAB-W3484,DOMESTIC,CH02,6100
FAB-W3485,EXPORT,CH03,7100
FAB-W3486,DOMESTIC,CH04,9100
FAB-W3487,EXPORT,CH01,6100
FAB-W3488,DOMESTIC,CH02,7100
FAB-W3489,EXPORT,CH03,9100
FAB-W3490,DOMESTIC,CH04,6100
FAB-W3491,EXPORT,CH01,7100
FAB-W3492,DOMESTIC,CH02,9100
FAB-W3493,EXPORT,CH03,6100
FAB-W3494,DOMESTIC,CH04,7100
FAB-W3495,EXPORT,CH01,9100
FAB-W3496,DOMESTIC,CH02,6100
FAB-W3497,EXPORT,CH03,7100
FAB-W3498,DOMESTIC,CH04,9100
FAB-W3499,EXPORT,CH01,6100
FAB-W3500,DOMESTIC,CH02,7100
FAB-W3501,EXPORT,CH03,9100
FAB-W3502,DOMESTIC,CH04,6100
FAB-W3503,EXPORT,CH01,7100
FAB-W3504,DOMESTIC,CH02,9100
FAB-W3505,EXPORT,CH03,6100
FAB-W3506,DOMESTIC,CH04,7100
FAB-W3507,EXPORT,CH01,9100
FAB-W3508,DOMESTIC,CH02,6100
FAB-W3509,EXPORT,CH03,7100
FAB-W3510,DOMESTIC,CH04,9100
FAB-W3511,EXPORT,CH01,6100
FAB-W3512,DOMESTIC,CH02,7100
FAB-W3513,EXPORT,CH03,9100
FAB-W3514,DOMESTIC,CH04,6100
FAB-W3515,EXPORT,CH01,7100
FAB-W3516,DOMESTIC,CH02,9100
FAB-W3517,EXPORT,CH03,6100
FAB-W3518,DOMESTIC,CH04,7100
FAB-W3519,EXPORT,CH01,9100
FAB-W3520,DOMESTIC,CH02,6100
FAB-W3521,EXPORT,CH03,7100
FAB-W3522,DOMESTIC,CH04,9100
FAB-W3523,EXPORT,CH01,6100
FAB-W3524,DOMESTIC,CH02,7100
FAB-W3525,EXPORT,CH03,9100
FAB-W3526,DOMESTIC,CH04,6100
FAB-W3527,EXPORT,CH01,7100
FAB-W3528,DOMESTIC,CH02,9100
FAB-W3529,EXPORT,CH03,6100
FAB-W3530,DOMESTIC,CH04,7100
FAB-W3531,EXPORT,CH01,9100
FAB-W3532,DOMESTIC,CH02,6100
FAB-W3533,EXPORT,CH03,7100
FAB-W3534,DOMESTIC,CH04,9100
FAB-W3535,EXPORT,CH01,6100
FAB-W3536,DOMESTIC,CH02,7100
FAB-W3537,EXPORT,CH03,9100
FAB-W3538,DOMESTIC,CH04,6100
FAB-W3539,EXPORT,CH01,7100
FAB-W3540,DOMESTIC,CH02,9100
FAB-W3541,EXPORT,CH03,6100
FAB-W3542,DOMESTIC,CH04,7100
FAB-W3543,EXPORT,CH01,9100
FAB-W3544,DOMESTIC,CH02,6100
FAB-W3545,EXPORT,CH03,7100
FAB-W3546,DOMESTIC,CH04,9100
FAB-W3547,EXPORT,CH01,6100
FAB-W3548,DOMESTIC,CH02,7100
FAB-W3549,EXPORT,CH03,9100
FAB-W3550,DOMESTIC,CH04,6100
FAB-W3551,EXPORT,CH01,7100
FAB-W3552,DOMESTIC,CH02,9100
FAB-W3553,EXPORT,CH03,6100
FAB-W3554,DOMESTIC,CH04,7100
FAB-W3555,EXPORT,CH01,9100
FAB-W3556,DOMESTIC,CH02,6100
FAB-W3557,EXPORT,CH03,7100
FAB-W3558,DOMESTIC,CH04,9100
FAB-W3559,EXPORT,CH01,6100
FAB-W3560,DOMESTIC,CH02,7100
FAB-W3561,EXPORT,CH03,9100
FAB-W3562,DOMESTIC,CH04,6100
FAB-W3563,EXPORT,CH01,7100
FAB-W3564,DOMESTIC,CH02,9100
FAB-W3565,EXPORT,CH03,6100
FAB-W3566,DOMESTIC,CH04,7100
FAB-W3567,EXPORT,CH01,9100
FAB-W3568,DOMESTIC,CH02,6100
FAB-W3569,EXPORT,CH03,7100
FAB-W3570,DOMESTIC,CH04,9100
FAB-W3571,EXPORT,CH01,6100
FAB-W3572,DOMESTIC,CH02,7100
FAB-W3573,EXPORT,CH03,9100
FAB-W3574,DOMESTIC,CH04,6100
FAB-W3575,EXPORT,CH01,7100
FAB-W3576,DOMESTIC,CH02,9100
FAB-W3577,EXPORT,CH03,6100
FAB-W3578,DOMESTIC,CH04,7100
FAB-W3579,EXPORT,CH01,9100
FAB-W3580,DOMESTIC,CH02,6100
FAB-W3581,EXPORT,CH03,7100
FAB-W3582,DOMESTIC,CH04,9100
FAB-W3583,EXPORT,CH01,6100
FAB-W3584,DOMESTIC,CH02,7100
FAB-W3585,EXPORT,CH03,9100
FAB-W3586,DOMESTIC,CH04,6100
FAB-W3587,EXPORT,CH01,7100
FAB-W3588,DOMESTIC,CH02,9100
FAB-W3589,EXPORT,CH03,6100
FAB-W3590,DOMESTIC,CH04,7100
FAB-W3591,EXPORT,CH01,9100
FAB-W3592,DOMESTIC,CH02,6100
FAB-W3593,EXPORT,CH03,7100
FAB-W3594,DOMESTIC,CH04,9100
FAB-W3595,EXPORT,CH01,6100
FAB-W3596,DOMESTIC,CH02,7100
FAB-W3597,EXPORT,CH03,9100
FAB-W3598,DOMESTIC,CH04,6100
FAB-W3599,EXPORT,CH01,7100
FAB-W3600,DOMESTIC,CH02,9100
FAB-W3601,EXPORT,CH03,6100
FAB-W3602,DOMESTIC,CH04,7100
FAB-W3603,EXPORT,CH01,9100
FAB-W3604,DOMESTIC,CH02,6100
FAB-W3605,EXPORT,CH03,7100
FAB-W3606,DOMESTIC,CH04,9100
FAB-W3607,EXPORT,CH01,6100
FAB-W3608,DOMESTIC,CH02,7100
FAB-W3609,EXPORT,CH03,9100
FAB-W3610,DOMESTIC,CH04,6100
FAB-W3611,EXPORT,CH01,7100
FAB-W3612,DOMESTIC,CH02,9100
FAB-W3613,EXPORT,CH03,6100
FAB-W3614,DOMESTIC,CH04,7100
FAB-W3615,EXPORT,CH01,9100
FAB-W3616,DOMESTIC,CH02,6100
FAB-W3617,EXPORT,CH03,7100
FAB-W3618,DOMESTIC,CH04,9100
FAB-W3619,EXPORT,CH01,6100
FAB-W3620,DOMESTIC,CH02,7100
FAB-W3621,EXPORT,CH03,9100
FAB-W3622,DOMESTIC,CH04,6100
FAB-W3623,EXPORT,CH01,7100
FAB-W3624,DOMESTIC,CH02,9100
FAB-W3625,EXPORT,CH03,6100
FAB-W3626,DOMESTIC,CH04,7100
FAB-W3627,EXPORT,CH01,9100
FAB-W3628,DOMESTIC,CH02,6100
FAB-W3629,EXPORT,CH03,7100
FAB-W3630,DOMESTIC,CH04,9100
FAB-W3631,EXPORT,CH01,6100
FAB-W3632,DOMESTIC,CH02,7100
FAB-W3633,EXPORT,CH03,9100
FAB-W3634,DOMESTIC,CH04,6100
FAB-W3635,EXPORT,CH01,7100
FAB-W3636,DOMESTIC,CH02,9100
FAB-W3637,EXPORT,CH03,6100
FAB-W3638,DOMESTIC,CH04,7100
FAB-W3639,EXPORT,CH01,9100
FAB-W3640,DOMESTIC,CH02,6100
FAB-W3641,EXPORT,CH03,7100
FAB-W3642,DOMESTIC,CH04,9100
FAB-W3643,EXPORT,CH01,6100
FAB-W3644,DOMESTIC,CH02,7100
FAB-W3645,EXPORT,CH03,9100
FAB-W3646,DOMESTIC,CH04,6100
FAB-W3647,EXPORT,CH01,7100
FAB-W3648,DOMESTIC,CH02,9100
FAB-W3649,EXPORT,CH03,6100
FAB-W3650,DOMESTIC,CH04,7100
FAB-W3651,EXPORT,CH01,9100
FAB-W3652,DOMESTIC,CH02,6100
FAB-W3653,EXPORT,CH03,7100
FAB-W3654,DOMESTIC,CH04,9100
FAB-W3655,EXPORT,CH01,6100
FAB-W3656,DOMESTIC,CH02,7100
FAB-W3657,EXPORT,CH03,9100
FAB-W3658,DOMESTIC,CH04,6100
FAB-W3659,EXPORT,CH01,7100
FAB-W3660,DOMESTIC,CH02,9100
FAB-W3661,EXPORT,CH03,6100
FAB-W3662,DOMESTIC,CH04,7100
FAB-W3663,EXPORT,CH01,9100
FAB-W3664,DOMESTIC,CH02,6100
FAB-W3665,EXPORT,CH03,7100
FAB-W3666,DOMESTIC,CH04,9100
FAB-W3667,EXPORT,CH01,6100
FAB-W3668,DOMESTIC,CH02,7100
FAB-W3669,EXPORT,CH03,9100
FAB-W3670,DOMESTIC,CH04,6100
FAB-W3671,EXPORT,CH01,7100
FAB-W3672,DOMESTIC,CH02,9100
FAB-W3673,EXPORT,CH03,6100
FAB-W3674,DOMESTIC,CH04,7100
FAB-W3675,EXPORT,CH01,9100
FAB-W3676,DOMESTIC,CH02,6100
FAB-W3677,EXPORT,CH03,7100
FAB-W3678,DOMESTIC,CH04,9100
FAB-W3679,EXPORT,CH01,6100
FAB-W3680,DOMESTIC,CH02,7100
FAB-W3681,EXPORT,CH03,9100
FAB-W3682,DOMESTIC,CH04,6100
FAB-W3683,EXPORT,CH01,7100
FAB-W3684,DOMESTIC,CH02,9100
FAB-W3685,EXPORT,CH03,6100
FAB-W3686,DOMESTIC,CH04,7100
FAB-W3687,EXPORT,CH01,9100
FAB-W3688,DOMESTIC,CH02,6100
FAB-W3689,EXPORT,CH03,7100
FAB-W3690,DOMESTIC,CH04,9100
FAB-W3691,EXPORT,CH01,6100
FAB-W3692,DOMESTIC,CH02,7100
FAB-W3693,EXPORT,CH03,9100
FAB-W3694,DOMESTIC,CH04,6100
FAB-W3695,EXPORT,CH01,7100
FAB-W3696,DOMESTIC,CH02,9100
FAB-W3697,EXPORT,CH03,6100
FAB-W3698,DOMESTIC,CH04,7100
FAB-W3699,EXPORT,CH01,9100
FAB-W3700,DOMESTIC,CH02,6100
FAB-W3701,EXPORT,CH03,7100
FAB-W3702,DOMESTIC,CH04,9100
FAB-W3703,EXPORT,CH01,6100
FAB-W3704,DOMESTIC,CH02,7100
FAB-W3705,EXPORT,CH03,9100
FAB-W3706,DOMESTIC,CH04,6100
FAB-W3707,EXPORT,CH01,7100
FAB-W3708,DOMESTIC,CH02,9100
FAB-W3709,EXPORT,CH03,6100
FAB-W3710,DOMESTIC,CH04,7100
FAB-W3711,EXPORT,CH01,9100
FAB-W3712,DOMESTIC,CH02,6100
FAB-W3713,EXPORT,CH03,7100
FAB-W3714,DOMESTIC,CH04,9100
FAB-W3715,EXPORT,CH01,6100
FAB-W3716,DOMESTIC,CH02,7100
FAB-W3717,EXPORT,CH03,9100
FAB-W3718,DOMESTIC,CH04,6100
FAB-W3719,EXPORT,CH01,7100
FAB-W3720,DOMESTIC,CH02,9100
FAB-W3721,EXPORT,CH03,6100
FAB-W3722,DOMESTIC,CH04,7100
FAB-W3723,EXPORT,CH01,9100
FAB-W3724,DOMESTIC,CH02,6100
FAB-W3725,EXPORT,CH03,7100
FAB-W3726,DOMESTIC,CH04,9100
FAB-W3727,EXPORT,CH01,6100
FAB-W3728,DOMESTIC,CH02,7100
FAB-W3729,EXPORT,CH03,9100
FAB-W3730,DOMESTIC,CH04,6100
FAB-W3731,EXPORT,CH01,7100
FAB-W3732,DOMESTIC,CH02,9100
FAB-W3733,EXPORT,CH03,6100
FAB-W3734,DOMESTIC,CH04,7100
FAB-W3735,EXPORT,CH01,9100
FAB-W3736,DOMESTIC,CH02,6100
FAB-W3737,EXPORT,CH03,7100
FAB-W3738,DOMESTIC,CH04,9100
FAB-W3739,EXPORT,CH01,6100
FAB-W3740,DOMESTIC,CH02,7100
FAB-W3741,EXPORT,CH03,9100
FAB-W3742,DOMESTIC,CH04,6100
FAB-W3743,EXPORT,CH01,7100
FAB-W3744,DOMESTIC,CH02,9100
FAB-W3745,EXPORT,CH03,6100
FAB-W3746,DOMESTIC,CH04,7100
FAB-W3747,EXPORT,CH01,9100
FAB-W3748,DOMESTIC,CH02,6100
FAB-W3749,EXPORT,CH03,7100
FAB-W3750,DOMESTIC,CH04,9100
FAB-W3751,EXPORT,CH01,6100
FAB-W3752,DOMESTIC,CH02,7100
FAB-W3753,EXPORT,CH03,9100
FAB-W3754,DOMESTIC,CH04,6100
FAB-W3755,EXPORT,CH01,7100
FAB-W3756,DOMESTIC,CH02,9100
FAB-W3757,EXPORT,CH03,6100
FAB-W3758,DOMESTIC,CH04,7100
FAB-W3759,EXPORT,CH01,9100
FAB-W3760,DOMESTIC,CH02,6100
FAB-W3761,EXPORT,CH03,7100
FAB-W3762,DOMESTIC,CH04,9100
FAB-W3763,EXPORT,CH01,6100
FAB-W3764,DOMESTIC,CH02,7100
FAB-W3765,EXPORT,CH03,9100
FAB-W3766,DOMESTIC,CH04,6100
FAB-W3767,EXPORT,CH01,7100
FAB-W3768,DOMESTIC,CH02,9100
FAB-W3769,EXPORT,CH03,6100
FAB-W3770,DOMESTIC,CH04,7100
FAB-W3771,EXPORT,CH01,9100
FAB-W3772,DOMESTIC,CH02,6100
FAB-W3773,EXPORT,CH03,7100
FAB-W3774,DOMESTIC,CH04,9100
FAB-W3775,EXPORT,CH01,6100
FAB-W3776,DOMESTIC,CH02,7100
FAB-W3777,EXPORT,CH03,9100
FAB-W3778,DOMESTIC,CH04,6100
FAB-W3779,EXPORT,CH01,7100
FAB-W3780,DOMESTIC,CH02,9100
FAB-W3781,EXPORT,CH03,6100
FAB-W3782,DOMESTIC,CH04,7100
FAB-W3783,EXPORT,CH01,9100
FAB-W3784,DOMESTIC,CH02,6100
FAB-W3785,EXPORT,CH03,7100
FAB-W3786,DOMESTIC,CH04,9100
FAB-W3787,EXPORT,CH01,6100
FAB-W3788,DOMESTIC,CH02,7100
FAB-W3789,EXPORT,CH03,9100
FAB-W3790,DOMESTIC,CH04,6100
FAB-W3791,EXPORT,CH01,7100
FAB-W3792,DOMESTIC,CH02,9100
FAB-W3793,EXPORT,CH03,6100
FAB-W3794,DOMESTIC,CH04,7100
FAB-W3795,EXPORT,CH01,9100
FAB-W3796,DOMESTIC,CH02,6100
FAB-W3797,EXPORT,CH03,7100
FAB-W3798,DOMESTIC,CH04,9100
FAB-W3799,EXPORT,CH01,6100
FAB-W3800,DOMESTIC,CH02,7100
FAB-W3801,EXPORT,CH03,9100
FAB-W3802,DOMESTIC,CH04,6100
FAB-W3803,EXPORT,CH01,7100
FAB-W3804,DOMESTIC,CH02,9100
FAB-W3805,EXPORT,CH03,6100
FAB-W3806,DOMESTIC,CH04,7100
FAB-W3807,EXPORT,CH01,9100
FAB-W3808,DOMESTIC,CH02,6100
FAB-W3809,EXPORT,CH03,7100
